Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split
tx_0000AnM97l2ncWdYCJELQX,25/10/2024,06:21:37,Flex,PlayStation Network,🕹,Subscriptions,10.99,GBP,10.99,GBP,Returned for PlayStation Network,,,Flex,
tx_0000AnMGWW2vDdjw9kD9EX,25/10/2024,07:44:32,Card payment,Uber Eats,🍽,Eating out,-18.68,GBP,-18.68,GBP,,Aldgate Tower First Floor,,UBER   * EATS PENDING  London        GBR,
tx_0000AnMGoehXmIp9WBnxsP,25/10/2024,07:47:48,Flex,Uber Eats,🍽,Eating out,18.68,GBP,18.68,GBP,Returned for Uber Eats,,,Flex,
tx_0000AnMHyvsSs8MWKiQxF3,25/10/2024,08:00:52,rewards,,,Income,5.00,GBP,5.00,GBP,,,,Cashback,
tx_0000AnMI3YcmklkG4O82c5,25/10/2024,08:01:42,Pot transfer,Bills Pot,,Transfers,-5.00,GBP,-5.00,GBP,,,,,
tx_0000AnN6nfENWDyHqXMNAP,25/10/2024,17:30:17,Card payment,Uber,🚖,Transport,-10.15,GBP,-10.15,GBP,,Aldgate Tower First Floor,,UBR* PENDING.UBER.COM  London        GBR,
tx_0000AnN9uvmMguvXJ3mMu9,25/10/2024,18:05:13,Card payment,Uber,🚖,Transport,-3.99,GBP,-3.99,GBP,,Aldgate Tower First Floor,,UBER   *TRIP           London        GBR,
tx_0000AnNFVHQYBGHeti0tiT,25/10/2024,19:07:49,Pot transfer,Shopping Pot,,Transfers,60.00,GBP,60.00,GBP,,,,,
tx_0000AnNFWOhGdbh9k5qjly,25/10/2024,19:08:01,Flex,Uber,🚖,Transport,10.15,GBP,10.15,GBP,Returned for Uber,,,Flex,
tx_0000AnNFp6yOl4nFF1cgL3,25/10/2024,19:11:24,Card payment,Next,👕,Shopping,-60.00,GBP,-60.00,GBP,,Conway Road,,NEXT RETAIL LTD        LEEDS         GBR,
tx_0000AnNHshybpwUoN9Cj69,25/10/2024,19:34:27,Card payment,Franksters,🍴,Eating out,-25.47,GBP,-25.47,GBP,,Dewsbury Road,,FRANKSTERS             UXBRIDGE LS11 GBR,
tx_0000AnNKysqQdsDYNx8dWL,25/10/2024,20:09:11,Card payment,Uber,🚖,Transport,-12.95,GBP,-12.95,GBP,,Aldgate Tower First Floor,,UBR* PENDING.UBER.COM  London        GBR,
tx_0000AnNOHh2t2Dyf3D12cT,25/10/2024,20:46:12,Flex,Franksters,🍴,Eating out,25.47,GBP,25.47,GBP,Returned for Franksters,,,Flex,
tx_0000AnNOJgwoMzktcAcIss,25/10/2024,20:46:34,Flex,Uber Eats,🍽,Eating out,11.89,GBP,11.89,GBP,Returned for Uber Eats,,,Flex,
tx_0000AnNOKU3DnxEG3Atmuf,25/10/2024,20:46:42,Flex,Uber,🚖,Transport,12.95,GBP,12.95,GBP,Returned for Uber,,,Flex,
tx_0000AnOsBJ2cYpN8vDdmYD,26/10/2024,13:55:55,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnPAnM3Hc6sNRNVPeL,26/10/2024,17:24:29,Card payment,Noor Foods,🥖,Groceries,-6.06,GBP,-6.06,GBP,,26-28 Harehills Road,,NOOR FOOD YORKSHIRE LT LEEDS         GBR,
tx_0000AnPElesJ3igLGWG0wr,26/10/2024,18:08:59,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnQUwa6wu7ijrp388v,27/10/2024,08:44:57,Flex,Noor Foods,🥖,Groceries,6.06,GBP,6.06,GBP,Returned for Noor Foods,,,Flex,
tx_0000AnRMUZLxWWNh9FQ2Nd,27/10/2024,18:44:58,Card payment,Best Pizza Exp,🍴,Eating out,-10.00,GBP,-10.00,GBP,,,,SumUp  *BEST PIZZA EXP Leeds         GBR,
tx_0000AnS6HxCa8fPAbMMfU9,28/10/2024,03:18:07,Pot transfer,Stocks Pot,,Transfers,10.00,GBP,10.00,GBP,,,,,
tx_0000AnS6HzbpBmnmLqnkNV,28/10/2024,03:18:07,Direct Debit,Moneybox,,Investing,-10.00,GBP,-10.00,GBP,6BGRB67,,,6BGRB67,
tx_0000AnSZz0hRuIwmfslfN3,28/10/2024,08:50:51,Flex,Best Pizza Exp,🍴,Eating out,10.00,GBP,10.00,GBP,Returned for Best Pizza Exp,,,Flex,
tx_0000AnSrRHsBLkAS3MxIEj,28/10/2024,12:06:26,Card payment,Group Cards Gift C,🎁,Gifts,-10.50,GBP,-10.50,GBP,,17 London End,,SQ *GROUP CARDS GIFT C Beaconsfield  GBR,
tx_0000AnSsQP4bC4jUkuXoZ7,28/10/2024,12:17:24,Card payment,Vanquis Bank,🏦,Finances,-50.00,GBP,-50.00,GBP,,Compass South,,WWW.VANQUIS.CO.UK      02036203142   GBR,
tx_0000AnSsQk3x9fOhCOztUA,28/10/2024,12:17:32,Flex,Group Cards Gift C,🎁,Gifts,10.50,GBP,10.50,GBP,Returned for Group Cards Gift C,,,Flex,
tx_0000AnSsUi3mXiwk8BLETx,28/10/2024,12:18:16,Card payment,Next,👕,Finances,-147.95,GBP,-147.95,GBP,,Next Retail Limited,,NEXT                   LEICESTER     GBR,
tx_0000AnTADwU7SOolGnm2m9,28/10/2024,15:36:55,Faster payment,N Ghaffar,,Income,200.00,GBP,200.00,GBP,N Ghaffar,,,N Ghaffar,
tx_0000AnTEZMdZojvt5k8l8M,28/10/2024,16:25:37,Card payment,OpenAI,💻,Subscriptions,-18.54,GBP,-24.00,USD,,548 Market Streetpmb 97273,,OPENAI *CHATGPT SUBSCR +14158799686  USA,
tx_0000AnTKeCqsE6huW1149x,28/10/2024,17:33:43,Flex,OpenAI,💻,Subscriptions,18.54,GBP,18.54,GBP,Returned for OpenAI,,,Flex,
tx_0000AnTRUocxceJTYLGTgH,28/10/2024,18:50:26,Card payment,Foodhub,🍽,Eating out,-4.90,GBP,-4.90,GBP,,,,FOODHUB                GUERNSEY      GBR,
tx_0000AnTRV3xMd4WiEkKvAn,28/10/2024,18:50:30,Pot transfer,Savings Pot,,Savings,-0.20,GBP,-0.20,GBP,,,,Round up,
tx_0000AnTRfzhslnn311SEEL,28/10/2024,18:52:29,Pot transfer,Safety net Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,
tx_0000AnTV3885v6TRM4jraU,28/10/2024,19:30:16,Card payment,Mamas & Papas,👶,Shopping,-65.00,GBP,-65.00,GBP,,,,MAMAS & PAPAS (DIGITAL UK E-COMMERCE GBR,
tx_0000AnTV5VfrLvpMxMfP7p,28/10/2024,19:30:42,Faster payment,Noreen Ghaffar,,Shopping,15.00,GBP,15.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000AnVN0PT8aMdQfjPE3d,29/10/2024,17:09:34,Card payment,Uber Eats,🍽,Eating out,-19.71,GBP,-19.71,GBP,,2 Leman Street,,UBER* EATS PENDING     LONDON        GBR,
tx_0000AnVS82LwugSUoi5qoz,29/10/2024,18:06:58,Card payment,Sk Discount 31,🍎,Groceries,-2.60,GBP,-2.60,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AnVjF269xOyfo9BZLd,29/10/2024,21:18:43,Card payment,Ria Financial Services,💸,Family,-29.28,GBP,-29.28,GBP,,,,Ria Financial Services London        GBR,
tx_0000AnVjNlvbRmYLrftO8v,29/10/2024,21:20:18,Faster payment,N Ghaffar,,Family,55.00,GBP,55.00,GBP,N Ghaffar,,,N Ghaffar,
tx_0000AnX3058EaZi5TDNvpB,30/10/2024,12:34:50,Card payment,Khan Pharmacy,💊,Personal care,-19.80,GBP,-19.80,GBP,,168 Roundhay Road,,KHAN PHARMACY          LEEDS         GBR,
tx_0000AnXXTBNVRQ4ehsaFes,30/10/2024,18:16:14,Faster payment,Mr Shahzar Ali,,Eating out,-30.00,GBP,-30.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000AnXXVviI8gmsxwbeeP,30/10/2024,18:16:44,Faster payment,Mr Shahzar Ali,,Eating out,-1.00,GBP,-1.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000AnXr5dsloGIQdyABqj,30/10/2024,21:56:05,Faster payment,N Ghaffar,,Eating out,60.00,GBP,60.00,GBP,N Ghaffar,,,N Ghaffar,
tx_0000AnaRCuX6HsGtvmUa37,01/11/2024,03:50:12,Pot transfer,Bills Pot,,Transfers,0.36,GBP,0.36,GBP,,,,,
tx_0000AnaRqUbu5OESwsKfBq,01/11/2024,03:50:12,Direct Debit,Alzheimer's Society,,Charity,-10.00,GBP,-10.00,GBP,V007217440/01/006,,,V007217440/01/006,
tx_0000AncBLXuKZDcEmwd0TJ,02/11/2024,00:01:54,Card payment,Transport for London,🚆,Transport,0.10,GBP,0.10,GBP,,"Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,
tx_0000AncEWmeuMX2gKEX4L3,02/11/2024,00:37:33,Card payment,Apple,🍎 ,Subscriptions,-36.95,GBP,-36.95,GBP,,,,APPLE.COM/BILL         08001076285   IRL,
tx_0000AndAvqhcGAK7rNvJ3p,02/11/2024,11:31:58,Flex,Apple,🍎 ,Subscriptions,36.95,GBP,36.95,GBP,Returned for Apple,,,Flex,
tx_0000AndBc2hk1jVej3YY1z,02/11/2024,11:39:35,Faster payment,Noreen Ghaffar,,Eating out,9.00,GBP,9.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000AndC4mksPCJ70ONikc,02/11/2024,11:44:47,Card payment,Yaadgaar,🍞,Eating out,-7.50,GBP,-7.50,GBP,,89 Harehills Road,,YAADGAAR               LEEDS         GBR,
tx_0000AndC4sMdYExoIwvamx,02/11/2024,11:44:48,Pot transfer,Savings Pot,,Savings,-1.00,GBP,-1.00,GBP,,,,Round up,
tx_0000AndFcNn61naI4e0BUH,02/11/2024,12:24:29,Card payment,Yorkshire Water,💧,Bills,-186.87,GBP,-186.87,GBP,,,,YW INTERNET BRADFORD   BRADFORD YORK GBR,
tx_0000AndFdch46afl06Q8Cg,02/11/2024,12:24:42,Flex,Yorkshire Water,💧,Bills,186.87,GBP,186.87,GBP,Returned for Yorkshire Water,,,Flex,
tx_0000AndHsLjFf6HJsaUErc,02/11/2024,12:49:46,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AndfCwHLmG36SyqHfm,02/11/2024,17:11:13,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnfGkKTSjPLFWu3Ozp,03/11/2024,11:46:32,Card payment,Sk Discount 31,🍎,Groceries,-2.00,GBP,-2.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000Anfs64TQb9kZBfoi3t,03/11/2024,18:45:03,Card payment,Uber Eats,🍽,Eating out,-23.84,GBP,-23.84,GBP,,Aldgate Tower First Floor,,UBER   * EATS PENDING  London        GBR,
tx_0000Ang94w3y59RIDhuuO2,03/11/2024,21:55:20,Card payment,Tesco,🍏 ,Groceries,0.00,GBP,0.00,GBP,Active card check,,,TESCO                  WELWYN GARDEN GBR,
tx_0000Ang97UYanzSw8yXp8D,03/11/2024,21:55:48,Flex,Uber Eats,🍽,Eating out,23.84,GBP,23.84,GBP,Returned for Uber Eats,,,Flex,
tx_0000Ang99Jhi7wDntw1laL,03/11/2024,21:56:08,Flex,Sk Discount 31,🍎,Groceries,2.00,GBP,2.00,GBP,Returned for Sk Discount 31,,,Flex,
tx_0000AngcshbN1IGfik3V8D,04/11/2024,03:29:17,Pot transfer,Stocks Pot,,Transfers,10.00,GBP,10.00,GBP,,,,,
tx_0000Angcshi6cGMvCKZ0bZ,04/11/2024,03:29:17,Direct Debit,Moneybox,,Investing,-10.00,GBP,-10.00,GBP,6BGRB67,,,6BGRB67,
tx_0000Anh16ooxNFvrvOPN1F,04/11/2024,08:00:45,Card payment,Uber Eats,🍽,Eating out,-23.85,GBP,-23.85,GBP,,Aldgate Tower First Floor,,UBER   * EATS PENDING  London        GBR,
tx_0000AnhBcsLMoLrCX6Ea0Y,04/11/2024,09:58:35,Flex,Uber Eats,🍽,Eating out,23.85,GBP,23.85,GBP,Returned for Uber Eats,,,Flex,
tx_0000AnhBj89kvsyIRcJitO,04/11/2024,09:59:43,Card payment,Superdry,👕,Shopping,-109.99,GBP,-109.99,GBP,,,,SuperDry               Cheltenham    GBR,
tx_0000AnhBjp8V8QfPYD6rw1,04/11/2024,09:59:51,Flex,Superdry,👕,Shopping,109.99,GBP,109.99,GBP,Returned for Superdry,,,Flex,
tx_0000AnhGAjyapIdK5AigLZ,04/11/2024,10:49:32,Card payment,Adidas,👟,Shopping,-36.50,GBP,-36.50,GBP,,,,ADIDASWWW.ADIDAS.CO.UK STOCKPORT     GBR,
tx_0000AnhKftJwXAmKmD8Coc,04/11/2024,11:39:59,Flex,Adidas,👟,Shopping,36.50,GBP,36.50,GBP,Returned for Adidas,,,Flex,
tx_0000AnhM7vwEUm8fqNW7BB,04/11/2024,11:56:15,Card payment,Tesco,🍏 ,Groceries,-48.11,GBP,-48.11,GBP,,UFC BP,,TESCO STORES           BRADFORD      GBR,
tx_0000AnhMmkhXBApjvBSYT3,04/11/2024,12:03:38,Flex,Tesco,🍏 ,Groceries,48.11,GBP,48.11,GBP,Returned for Tesco,,,Flex,
tx_0000AnhVg7GDnwO3MD95l3,04/11/2024,13:43:17,Card payment,Matalan,👕,Shopping,-31.19,GBP,-31.19,GBP,,Perimeter Road,,MATALAN ECOM           LIVERPOOL     GBR,
tx_0000AnhVguK9O8DjRDm25J,04/11/2024,13:43:25,Flex,Matalan,👕,Shopping,31.19,GBP,31.19,GBP,Returned for Matalan,,,Flex,
tx_0000AnhxbUvx9srIczWuTB,04/11/2024,18:56:11,Card payment,Yaadgaar,🍞,Eating out,-1.50,GBP,-1.50,GBP,,89 Harehills Road,,YAADGAAR               LEEDS         GBR,
tx_0000AniG5lBp59zLqDsV8r,04/11/2024,22:23:21,Flex,Yaadgaar,🍞,Eating out,1.50,GBP,1.50,GBP,Returned for Yaadgaar,,,Flex,
tx_0000Ank2bz77pzMYjJslvN,05/11/2024,19:01:43,Card payment,Selecta,🍬,Eating out,-2.50,GBP,-2.50,GBP,,48 High Street,,Selecta U.K. Limited   South Ruislip GBR,
tx_0000Ank7QM7QylqgibTsBN,05/11/2024,19:55:39,Card payment,Selecta,🍬,Eating out,-2.50,GBP,-2.50,GBP,,48 High Street,,Selecta U.K. Limited   South Ruislip GBR,
tx_0000AnlmBKjc8M45i3czDe,06/11/2024,15:07:03,Card payment,West Yorkshire Metro,🚌,Transport,-5.00,GBP,-5.00,GBP,,,,WWW.WYMETRO.COM        LEEDS         GBR,
tx_0000AnloEeynWIh62gATAH,06/11/2024,15:30:03,Card payment,Oceans Fish and Chips,🐟,Eating out,-1.50,GBP,-1.50,GBP,,44-46 Austhorpe Road,,Oceans                 Leeds         GBR,
tx_0000AnluWjpoo4thwqeqbx,06/11/2024,16:40:33,Card payment,Dixy Chicken Leeds,🍴,Eating out,-12.06,GBP,-12.06,GBP,,45 New Briggate,,Dixy chicken Leeds     Leeds         GBR,
tx_0000AnlxgxyfNZoIWdSDyr,06/11/2024,17:16:01,Card payment,Dixy Chicken Leeds,🍴,Eating out,-5.29,GBP,-5.29,GBP,,45 New Briggate,,Dixy chicken Leeds     Leeds         GBR,
tx_0000AnlzAV87IXsDIIqb7x,06/11/2024,17:32:34,Card payment,Sports Direct,🎾,Shopping,-3.99,GBP,-3.99,GBP,,20 The Headrow,,SPORTSDIRECT.COM       Leeds         GBR,
tx_0000Anm7dxi0v7h8thQCt0,06/11/2024,19:07:31,Flex,Mamas & Papas,👶,Shopping,65.00,GBP,65.00,GBP,Returned for Mamas & Papas,,,Flex,
tx_0000Anm7wtUSpT759Y8tJB,06/11/2024,19:10:57,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnnPygoKw09xhAnsPc,07/11/2024,10:07:40,Card payment,Movember Foundation,,General,-15.05,GBP,-15.05,GBP,,,,Movember Foundation    London        GBR,
tx_0000AnnPymg37jVYKzpvE1,07/11/2024,10:07:41,Pot transfer,Savings Pot,,Savings,-1.90,GBP,-1.90,GBP,,,,Round up,
tx_0000AnnsTeuErd5pSTeU53,07/11/2024,15:27:01,Card payment,Sp Celebrity Interio,🛋,Shopping,401.00,GBP,401.00,GBP,,Unit 6 Riverside Industrial Estate,,SP CELEBRITY INTERIO\unit 6 riverside industrial estate\HORBURY\WF45PT    LNDGBR,
tx_0000Ano17Wpj64yfklXG1R,07/11/2024,17:03:51,Monzo-to-Monzo,Noreen Ghaffar,,Transfers,-401.00,GBP,-401.00,GBP,,,,,
tx_0000AnosO1jfGYcqplxDL0,08/11/2024,03:00:42,Direct Debit,The Guide Dogs for the Blind Association,,Charity,-10.00,GBP,-10.00,GBP,S23014/243589887,,,S23014/243589887,
tx_0000AnqKKP09oV2KEdNw4f,08/11/2024,19:48:30,Card payment,Best Pizza Exp,🍴,Eating out,-11.00,GBP,-11.00,GBP,,,,SumUp  *BEST PIZZA EXP Leeds         GBR,
tx_0000Anre187GYpZ1KuuaQb,09/11/2024,11:03:50,Flex,Best Pizza Exp,🍴,Eating out,11.00,GBP,11.00,GBP,Returned for Best Pizza Exp,,,Flex,
tx_0000AnsOaowhuOu34ARVMf,09/11/2024,19:45:43,Card payment,Sk Discount 31,🍎,Groceries,-2.75,GBP,-2.75,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AnsOatheDpgW0uJktG,09/11/2024,19:45:43,Pot transfer,Savings Pot,,Savings,-0.50,GBP,-0.50,GBP,,,,Round up,
tx_0000Anu36EQhOwx7hJEjZp,10/11/2024,14:54:18,Pot transfer,Stocks Pot,,Transfers,-2.00,GBP,-2.00,GBP,,,,,
tx_0000Anu39rpdMTadjR3aNd,10/11/2024,14:54:57,Flex,Sk Discount 31,🍎,Groceries,2.75,GBP,2.75,GBP,Returned for Sk Discount 31,,,Flex,
tx_0000Anv6kEBkDB7rgsQ082,11/11/2024,03:09:51,Pot transfer,Stocks Pot,,Transfers,10.00,GBP,10.00,GBP,,,,,
tx_0000Anv6kEUB6dbH6FoCxd,11/11/2024,03:09:51,Direct Debit,Moneybox,,Investing,-10.00,GBP,-10.00,GBP,6BGRB67,,,6BGRB67,
tx_0000Anvubc2b9dzD16WgYU,11/11/2024,12:28:33,Card payment,Trainline,🚄,Transport,-14.30,GBP,-14.30,GBP,,Trainline,,Trainline.Com          London        GBR,
tx_0000AnvunZgxiJas2SsV97,11/11/2024,12:30:43,Card payment,Trainline,🚄,Transport,-14.30,GBP,-14.30,GBP,,Trainline,,Trainline.Com          London        GBR,
tx_0000AnwFhEyXvDtZXl0swD,11/11/2024,16:24:52,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnwIrTO3UkuA7JUPRp,11/11/2024,17:00:20,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000AnwTeGgsUIs1KrwKlF,11/11/2024,19:01:12,Flex,Trainline,🚄,Transport,14.30,GBP,14.30,GBP,Returned for Trainline,,,Flex,
tx_0000AnwTfE0PxJ0W123u53,11/11/2024,19:01:23,Flex,Trainline,🚄,Transport,14.30,GBP,14.30,GBP,Returned for Trainline,,,Flex,
tx_0000AnwisM1yvaXeHr5cOH,11/11/2024,21:51:49,Faster payment,Noreen Ghaffar,,Finances,400.00,GBP,400.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000Anwix1ey5wLLttAh5V,11/11/2024,21:52:40,Faster payment,MBNA MASTERCARD,,Finances,-400.00,GBP,-400.00,GBP,5230670045827798,,,5230670045827798,
tx_0000Anxb7i8SQBW59natL1,12/11/2024,07:59:40,Flex,Sports Direct,🎾,Shopping,3.99,GBP,3.99,GBP,Returned for Sports Direct,,,Flex,
tx_0000AnxwjpeX1D4uIpbC8P,12/11/2024,12:01:52,Flex,,,Finances,1400.00,GBP,1400.00,GBP,Money moved from Flex,,,Flex,
tx_0000AnxwmEq2LmBC4bmBSz,12/11/2024,12:02:18,Monzo-to-Monzo,Noreen Ghaffar,,Transfers,-400.00,GBP,-400.00,GBP,,,,,
tx_0000AnxwuJa4bLo79ObmcL,12/11/2024,12:03:45,Faster payment,MBNA MASTERCARD,,Finances,-1050.00,GBP,-1050.00,GBP,5230670045827798,,,5230670045827798,
tx_0000AnxwxJf8koFqqiYEba,12/11/2024,12:04:18,Faster payment,Noreen Ghaffar,,Finances,50.00,GBP,50.00,GBP,Mr Shahzar Ali,,,Mr Shahzar Ali,
tx_0000Anxyo3p2Tiu3c4G1Tt,12/11/2024,12:25:02,Card payment,Shives Limited,📮,Shopping,-2.49,GBP,-2.49,GBP,,275 Roundhay Road,,SHIVES LIMITED         LEEDS         GBR,
tx_0000Any1EUPgR5nggQvoAs,12/11/2024,12:52:14,Flex,Shives Limited,📮,Shopping,2.49,GBP,2.49,GBP,Returned for Shives Limited,,,Flex,
tx_0000AnyO8yLCYBpvIwzwSQ,12/11/2024,17:08:57,Card payment,Yaadgaar,🍞,Eating out,-10.50,GBP,-10.50,GBP,,89 Harehills Road,,YAADGAAR               LEEDS         GBR,
tx_0000Anyaue18cD6MLb6VMn,12/11/2024,19:32:01,Card payment,Sk Discount 31,🍎,Groceries,-1.50,GBP,-1.50,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000Anyp0bgnaAYOzMRJeU,12/11/2024,22:09:58,Faster payment,N Ghaffar,,Income,60.00,GBP,60.00,GBP,N Ghaffar,,,N Ghaffar,
tx_0000Ao0P2EcG87mPAWODVB,13/11/2024,16:28:21,Card payment,Transport for London,🚆,Transport,-7.70,GBP,-7.70,GBP,"Travel charge for Wednesday, 13 Nov","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,
tx_0000Ao0QKMDugVYaaeY9j7,13/11/2024,16:42:50,Card payment,Amazon,📦,Shopping,-1.00,GBP,-1.00,GBP,,1 Worship Street,,AMZ B8AIJDQLT          London        GBR,
tx_0000Ao0Tkz5v5MBH8wnpUP,13/11/2024,17:21:16,Card payment,Amazon,📦,Shopping,-4.25,GBP,-4.25,GBP,,1 Principal Place,,AMZ B8AIJDQLT          LONDON        GBR,
tx_0000Ao0Tl452Y2z9jyaDw1,13/11/2024,17:21:17,Pot transfer,Savings Pot,,Savings,-1.50,GBP,-1.50,GBP,,,,Round up,
tx_0000Ao0hdkbLyDSxdTSEWv,13/11/2024,19:56:50,Card payment,Burnt,🍲,Eating out,-25.00,GBP,-25.00,GBP,,161a Midland Road,,SQ *BURNT              London        GBR,
tx_0000Ao29qKfAiB1aLAl7vF,14/11/2024,12:47:33,Card payment,The Doner Guys,🍴,Eating out,-11.04,GBP,-11.04,GBP,,,,THE DONER GUYS         LONDON  WC2B  GBR,
tx_0000Ao2a96oJ2NkDlY9Pgv,14/11/2024,17:42:17,Card payment,Real Food Market,,General,-7.50,GBP,-7.50,GBP,,Kings Cross Station Square,,Zettle_*REAL FOOD MARK London        GBR,
tx_0000Ao2qFEWcrhboZH7g3d,14/11/2024,20:42:40,Flex,The Doner Guys,🍴,Eating out,11.04,GBP,11.04,GBP,Returned for The Doner Guys,,,Flex,
tx_0000Ao40WKYyrXh1h5cPTN,15/11/2024,10:12:31,Card payment,Uber,🚖,Transport,-4.99,GBP,-4.99,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,
tx_0000Ao47WMkRRH8ixa4Gzx,15/11/2024,11:30:57,Card payment,Transport for London,🚆,Transport,-4.55,GBP,-4.55,GBP,"Travel charge for Thursday, 14 Nov",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,
tx_0000Ao4Kkg4TgvvpjRw0AL,15/11/2024,13:59:12,Flex,Burnt,🍲,Eating out,25.00,GBP,25.00,GBP,Returned for Burnt,,,Flex,
tx_0000Ao4pxvYYWhdvcQWlqE,15/11/2024,19:48:57,Card payment,Next,👕,Shopping,-121.15,GBP,-121.15,GBP,,Conway Road,,NEXT RETAIL LTD        LEEDS         GBR,
tx_0000Ao4s5vSqx65MRFIS6T,15/11/2024,20:12:49,Card payment,Jack & Jones,👕,Shopping,-85.00,GBP,-85.00,GBP,,Dewsbury Road,,Jack  Jones            Leeds         GBR,
tx_0000Ao4tHCg3OZAhB8OkPR,15/11/2024,20:26:03,Flex,Next,👕,Shopping,121.15,GBP,121.15,GBP,Returned for Next,,,Flex,
tx_0000Ao4tHzzw1QtWITYzCb,15/11/2024,20:26:12,Flex,Jack & Jones,👕,Shopping,85.00,GBP,85.00,GBP,Returned for Jack & Jones,,,Flex,
tx_0000Ao8J6udulxIMdb49fV,17/11/2024,11:59:40,Card payment,Yaadgaar,🍞,Eating out,-5.00,GBP,-5.00,GBP,,89 Harehills Road,,YAADGAAR               LEEDS         GBR,
tx_0000Ao8cHkgy0XgPdcKlTV,17/11/2024,15:34:31,Card payment,Cup + Lid,🍴,Eating out,-5.00,GBP,-5.00,GBP,,25 Victoria Gate,,SQ *CUP + LID          Unit          GBR,
tx_0000Ao8fzaGmQ275U12ecj,17/11/2024,16:16:03,Card payment,Archies - Leeds,🍴,Eating out,-19.25,GBP,-19.25,GBP,,UNIT TK04 TRINITY LEEDS,,ARCHIES - LEEDS        LEEDS         GBR,
tx_0000Ao8wUy5dVKP3jEUXez,17/11/2024,19:21:00,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000Ao9069CpRCqfphU7kX,17/11/2024,20:01:20,Flex,Archies - Leeds,🍴,Eating out,19.25,GBP,19.25,GBP,Returned for Archies - Leeds,,,Flex,
tx_0000Ao90BCrlFyBARm2NP8,17/11/2024,20:02:15,Flex,Yaadgaar,🍞,Eating out,5.00,GBP,5.00,GBP,Returned for Yaadgaar,,,Flex,
tx_0000Ao98cpNoxTXcFb0DYX,17/11/2024,21:36:53,Card payment,First Bus,🚌,Transport,-2.00,GBP,-2.00,GBP,,Horsforth,,FIRST WEST YORKSHIRE   LEEDS         GBR,
tx_0000Ao9cIbPYC4qKqNKUXx,18/11/2024,03:09:23,Pot transfer,Stocks Pot,,Transfers,2.00,GBP,2.00,GBP,,,,,
tx_0000Ao9cIc2Xr5kjfbnKNt,18/11/2024,03:09:23,Direct Debit,Moneybox,,Investing,-2.00,GBP,-2.00,GBP,6BGRB67,,,6BGRB67,
tx_0000Ao9dBK4cM9AgzNDCKH,18/11/2024,03:19:16,Direct Debit,Moneybox,,Investing,-10.00,GBP,-10.00,GBP,6BGRB67,,,6BGRB67,
tx_0000AoAlAkJKJav1aTduHj,18/11/2024,16:23:31,Flex,First Bus,🚌,Transport,2.00,GBP,2.00,GBP,Returned for First Bus,,,Flex,
tx_0000AoCSTbl0pa0OKfNMsz,19/11/2024,12:03:27,Pot transfer,Charity (2.5%) Pot,,Transfers,51.00,GBP,51.00,GBP,,,,,
